CIDER DB	Source	Source_ID		OrchardDB v0.1	Source
Millerozyma farinosa CBS 7064	NCBI	Refseq	TRUE	Millerozyma farinosa CBS 7064	
Mimulus guttatus	JGI	phytozome	TRUE	Mimulus guttatus	
Mitosporidium daphniae	NCBI	Refseq	TRUE	Mitosporidium daphniae	
Mixia osmundae IAM 14324	JGI	mycocosm	TRUE	Mixia osmundae IAM 14324	
Mnemiopsis leidyi	ensembl	metazoa	TRUE	Mnemiopsis leidyi	
Monacrosporium haptotylum	JGI	mycocosm	TRUE	Monacrosporium haptotylum	
Monascus purpureus	JGI	mycocosm	TRUE	Monascus purpureus	
Monascus ruber	JGI	mycocosm	TRUE	Monascus ruber	
Moniliophthora perniciosa FA553	JGI	mycocosm	TRUE	Moniliophthora perniciosa FA553	
Monodelphis domestica	ensembl	E75	TRUE	Monodelphis domestica	
Monosiga brevicollis	JGI	other	TRUE	Monosiga brevicollis	
Morchella conica CCBAS932	JGI	mycocosm	TRUE	Morchella conica CCBAS932	
Morchella importuna	JGI	fungi	TRUE	Morchella importuna	
Mortierella elongata AG-77	JGI	mycocosm	TRUE	Mortierella elongata AG-77	
Mortierella multidivaricata	JGI	mycocosm	TRUE	Mortierella multidivaricata	
Mortierella verticillata NRRL 6337	broad	broad	TRUE	Mortierella verticillata NRRL 6337	
Mrakia frigida ATCC 22029	JGI	fungi	TRUE	Mrakia frigida ATCC 22029	
Mucor circinelloides f. lusitanicus CBS 277.49	JGI	mycocosm	TRUE	Mucor circinelloides f. lusitanicus CBS 277.49	
Mucor cordense RSA 1222	JGI	mycocosm	TRUE	Mucor cordense RSA 1222	
Mucor heterogamus	JGI	fungi	TRUE	Mucor heterogamus	
Mus musculus	ensembl	E75	TRUE	Mus musculus	
Musa acuminata	ensembl	plants	TRUE	Musa acuminata	
Mustela putorius furo	ensembl	E75	TRUE	Mustela putorius furo	
Mutinus elegans	JGI	fungi	TRUE	Mutinus elegans	
Myceliophthora heterothallica CBS 203.75	JGI	fungi	TRUE	Myceliophthora heterothallica CBS 203.75	
Myceliophthora thermophila	JGI	mycocosm	TRUE	Myceliophthora thermophila	
Mycena galopus ATCC-62051	JGI	mycocosm	TRUE	Mycena galopus ATCC-62051	
Mycosphaerella graminicola	JGI	mycocosm	TRUE	Mycosphaerella graminicola	
Mycotypha africana	JGI	fungi	TRUE	Mycotypha africana	
Myotis lucifugus	ensembl	E75	TRUE	Myotis lucifugus	
Myriangium duriaei CBS 260.36	JGI	mycocosm	TRUE	Myriangium duriaei CBS 260.36	
Myrothecium inundatum	JGI	fungi	TRUE	Myrothecium inundatum	
Mytilinidion resinicola CBS 304.34	JGI	fungi	TRUE	Mytilinidion resinicola CBS 304.34	
Nadsonia fulvescens var. elongata DSM 6958	JGI	mycocosm	TRUE	Nadsonia fulvescens var. elongata DSM 6958	
Naegleria fowleri	other	AmoebaDB	TRUE	Naegleria fowleri	
Naegleria gruberi	JGI	other	TRUE	Naegleria gruberi	
Naiadella fluitans ATCC 64713	JGI	mycocosm	TRUE	Naiadella fluitans ATCC 64713	
Nannochloropsis gaditana	other	GenProjSol	TRUE	Nannochloropsis gaditana	
Nannospalax galili	NCBI	Refseq	TRUE	Nannospalax galili	
Naohidea sebacea CBS 8477	JGI	fungi	TRUE	Naohidea sebacea CBS 8477	
Nasonia vitripennis	ensembl	metazoa	TRUE	Nasonia vitripennis	
Naumovozyma castellii CBS 4309	NCBI	Refseq	TRUE	Naumovozyma castellii CBS 4309	
Naumovozyma dairenensis CBS 421	NCBI	Refseq	TRUE	Naumovozyma dairenensis CBS 421	
Nectria haematococca	JGI	mycocosm	TRUE	Nectria haematococca	
Nematocida parisii ERTm1	JGI	mycocosm	TRUE	Nematocida parisii ERTm1	
Nematocida parisii ERTm3	broad	broad	TRUE	Nematocida parisii ERTm3	
Nematocida sp. 1 ERTm2	broad	broad	TRUE	Nematocida sp. 1 ERTm2	
Nematocida sp. 1 ERTm6	broad	broad	TRUE	Nematocida sp. 1 ERTm6	
Nematostella vectensis	ensembl	metazoa	TRUE	Nematostella vectensis	
Neocallimastix californiae G1	JGI	fungi	TRUE	Neocallimastix californiae G1	
Neofusicoccum parvum UCRNP2	JGI	mycocosm	TRUE	Neofusicoccum parvum UCRNP2	
Neolentinus lepideus	JGI	mycocosm	TRUE	Neolentinus lepideus	
Neosartorya fischeri NRRL 181	JGI	mycocosm	TRUE	Neosartorya fischeri NRRL 181	
Neospora caninum	NCBI	Refseq	TRUE	Neospora caninum	
Neurospora crassa	JGI	fungi	TRUE	Neurospora crassa	
Neurospora crassa OR74A	JGI	mycocosm	TRUE	Neurospora crassa OR74A	
Neurospora discreta FGSC 8579	JGI	mycocosm	TRUE	Neurospora discreta FGSC 8579	
Neurospora tetrasperma FGSC 2508	JGI	mycocosm	TRUE	Neurospora tetrasperma FGSC 2508	
Neurospora tetrasperma FGSC 2509	JGI	mycocosm	TRUE	Neurospora tetrasperma FGSC 2509	
Niesslia exilis	JGI	fungi	TRUE	Niesslia exilis	
Nomascus leucogenys	ensembl	E75	TRUE	Nomascus leucogenys	
Nosema apis BRL 01	NCBI	GenBank	TRUE	Nosema apis BRL 01	
Nosema bombycis CQ1	NCBI	GenBank	TRUE	Nosema bombycis CQ1	
Nosema ceranae	JGI	mycocosm	TRUE	Nosema ceranae	
Obba rivulosa	JGI	mycocosm	TRUE	Obba rivulosa	
Ochotona princeps	ensembl	E75	TRUE	Ochotona princeps	
Octodon degus	NCBI	Refseq	TRUE	Octodon degus	
Ogataea polymorpha NCYC 495 leu1.1	JGI	fungi	TRUE	Ogataea polymorpha NCYC 495 leu1.1	
Oidiodendron maius Zn	JGI	mycocosm	TRUE	Oidiodendron maius Zn	
Omphalotus olearius	JGI	mycocosm	TRUE	Omphalotus olearius	
Onchocerca volvulus	other	Sanger	TRUE	Onchocerca volvulus	
Onnia scaura	JGI	fungi	TRUE	Onnia scaura	
Ophiobolus disseminans	JGI	mycocosm	TRUE	Ophiobolus disseminans	
Ophiostoma piceae UAMH 11346	JGI	mycocosm	TRUE	Ophiostoma piceae UAMH 11346	
Ophiostoma piliferum	JGI	fungi	TRUE	Ophiostoma piliferum	
Oreochromis niloticus	ensembl	E75	TRUE	Oreochromis niloticus	
Ornithorhynchus anatinus	ensembl	E75	TRUE	Ornithorhynchus anatinus	
Orpinomyces sp.	JGI	mycocosm	TRUE	Orpinomyces sp.	
Oryctolagus cuniculus	ensembl	E75	TRUE	Oryctolagus cuniculus	
Oryza barthii	other	gramene	TRUE	Oryza barthii	
Oryza brachyantha	ensembl	plants	TRUE	Oryza brachyantha	
Oryza glaberrima	ensembl	plants	TRUE	Oryza glaberrima	
Oryza glumaepatula	other	gramene	TRUE	Oryza glumaepatula	
Oryza meridionalis	other	gramene	TRUE	Oryza meridionalis	
Oryza nivara	other	gramene	TRUE	Oryza nivara	
Oryza punctata	other	gramene	TRUE	Oryza punctata	
Oryza rufipogon	ensembl	plants	TRUE	Oryza rufipogon	
Oryza sativa	JGI	phytozome	TRUE	Oryza sativa	
Oryza sativa Indica	ensembl	plants	TRUE	Oryza sativa Indica	
Oryzias latipes	ensembl	E75	TRUE	Oryzias latipes	
Ostreococcus lucimarinus	JGI	phytozome	TRUE	Ostreococcus lucimarinus	
Otolemur garnettii	ensembl	E75	TRUE	Otolemur garnettii	
Oudemansiella mucida	JGI	fungi	TRUE	Oudemansiella mucida	
Ovis aries	ensembl	E75	TRUE	Ovis aries	
Oxytricha trifallax	NCBI	GenBank	TRUE	Oxytricha trifallax	
Pachysolen tannophilus NRRL Y-2460	JGI	mycocosm	TRUE	Pachysolen tannophilus NRRL Y-2460	
Pan paniscus	NCBI	Refseq	TRUE	Pan paniscus	
Pan troglodytes	ensembl	E75	TRUE	Pan troglodytes	
Panellus stipticus	JGI	fungi	TRUE	Panellus stipticus	
Panicum hallii	JGI	phytozome	TRUE	Panicum hallii	
Panicum virgatum	JGI	phytozome	TRUE	Panicum virgatum	
Panus rudis PR-1116 ss-1	JGI	fungi	TRUE	Panus rudis PR-1116 ss-1	
Papio anubis	NCBI	Refseq	TRUE	Papio anubis	
Paracoccidioides brasiliensis Pb01	broad	broad	TRUE	Paracoccidioides brasiliensis Pb01	
Paracoccidioides brasiliensis Pb03	JGI	fungi	TRUE	Paracoccidioides brasiliensis Pb03	
Paracoccidioides brasiliensis Pb18	broad	broad	TRUE	Paracoccidioides brasiliensis Pb18	
Paraconiothyrium sporulosum	JGI	fungi	TRUE	Paraconiothyrium sporulosum	
Paramecium tetraurelia	ensembl	protists	TRUE	Paramecium tetraurelia	
Parasitella parasitica	JGI	fungi	TRUE	Parasitella parasitica	
Parastagonospora nodorum SN15	broad	BROAD	TRUE	Parastagonospora nodorum SN15	
Patellaria atrata	JGI	mycocosm	TRUE	Patellaria atrata	
Paxillus adelphus	JGI	fungi	TRUE	Paxillus adelphus	
Paxillus ammoniavirescens	JGI	fungi	TRUE	Paxillus ammoniavirescens	
Paxillus involutus ATCC 200175	JGI	mycocosm	TRUE	Paxillus involutus ATCC 200175	
Paxillus rubicundulus Ve08.2h10	JGI	mycocosm	TRUE	Paxillus rubicundulus Ve08.2h10	
Pediculus humanus	ensembl	metazoa	TRUE	Pediculus humanus	
Pelodiscus sinensis	ensembl	E75	TRUE	Pelodiscus sinensis	
Penicillium bilaiae ATCC 20851	JGI	mycocosm	TRUE	Penicillium bilaiae ATCC 20851	
Penicillium brevicompactum	JGI	mycocosm	TRUE	Penicillium brevicompactum	
Penicillium brevicompactum AgRF18	JGI	mycocosm	TRUE	Penicillium brevicompactum AgRF18	
Penicillium canescens ATCC 10419	JGI	mycocosm	TRUE	Penicillium canescens ATCC 10419	
Penicillium chrysogenum	JGI	mycocosm	TRUE	Penicillium chrysogenum	
Penicillium chrysogenum Wisconsin 54-1255	JGI	mycocosm	TRUE	Penicillium chrysogenum Wisconsin 54-1255	
Penicillium digitatum PHI26	JGI	mycocosm	TRUE	Penicillium digitatum PHI26	
Penicillium expansum ATCC 24692	JGI	mycocosm	TRUE	Penicillium expansum ATCC 24692	
Penicillium fellutanum ATCC 48694	JGI	mycocosm	TRUE	Penicillium fellutanum ATCC 48694	
Penicillium glabrum DAOM 239074	JGI	mycocosm	TRUE	Penicillium glabrum DAOM 239074	
Penicillium janthinellum ATCC 10455	JGI	mycocosm	TRUE	Penicillium janthinellum ATCC 10455	
Penicillium lanosocoeruleum ATCC 48919	JGI	mycocosm	TRUE	Penicillium lanosocoeruleum ATCC 48919	
Penicillium oxalicum 114-2	JGI	mycocosm	TRUE	Penicillium oxalicum 114-2	
Penicillium raistrickii ATCC 10490	JGI	mycocosm	TRUE	Penicillium raistrickii ATCC 10490	
Penicillium subrubescens	JGI	mycocosm	TRUE	Penicillium subrubescens	
Penicillium thymicola	JGI	fungi	TRUE	Penicillium thymicola	
Peniophora sp.	JGI	fungi	TRUE	Peniophora sp.	
Peniophora sp. CONTA	JGI	fungi	TRUE	Peniophora sp. CONTA	
Periconia macrospinosa	JGI	fungi	TRUE	Periconia macrospinosa	
Perkinsus marinus ATCC_50983	NCBI	Refseq	TRUE	Perkinsus marinus ATCC_50983	
Peromyscus maniculatus bairdii	NCBI	Refseq	TRUE	Peromyscus maniculatus bairdii	
Petromyzon marinus	ensembl	E75	TRUE	Petromyzon marinus	
Phaeoacremonium aleophilum UCRPA7	JGI	mycocosm	TRUE	Phaeoacremonium aleophilum UCRPA7	
Phaeodactylum tricornutum CCAP 1055/1	JGI	other	TRUE	Phaeodactylum tricornutum CCAP 1055/1	
Phaeomoniella chlamydospora	JGI	fungi	TRUE	Phaeomoniella chlamydospora	
Phaeosphaeriaceae sp.	JGI	fungi	TRUE	Phaeosphaeriaceae sp.	
Phanerochaete carnosa HHB-10118-Sp	JGI	mycocosm	TRUE	Phanerochaete carnosa HHB-10118-sp	
Phanerochaete chrysosporium RP-78	JGI	mycocosm	TRUE	Phanerochaete chrysosporium RP-78	
Phascolomyces articulosus	JGI	mycocosm	TRUE	Phascolomyces articulosus	
Phaseolus vulgaris	JGI	phytozome	TRUE	Phaseolus vulgaris	
Phialocephala scopiformis	JGI	fungi	TRUE	Phialocephala scopiformis	
Phlebia brevispora HHB-7030 SS6	JGI	mycocosm	TRUE	Phlebia brevispora HHB-7030 SS6	
Phlebia centrifuga	JGI	mycocosm	TRUE	Phlebia centrifuga	
Phlebiopsis gigantea	JGI	mycocosm	TRUE	Phlebiopsis gigantea	
Pholiota alnicola	JGI	mycocosm	TRUE	Pholiota alnicola	
Pholiota conissans	JGI	fungi	TRUE	Pholiota conissans	
Phycomyces blakesleeanus NRRL 1555 (-)	JGI	mycocosm	TRUE	Phycomyces blakesleeanus NRRL 1555 (-)	
Phyllosticta citriasiana	JGI	fungi	TRUE	Phyllosticta citriasiana	
Physcomitrella patens	JGI	phytozome	TRUE	Physcomitrella patens	
Phytophthora capsici LT1534	JGI	other	TRUE	Phytophthora capsici LT1534	
Phytophthora cinnamomi var. cinnamomi CBS 144.22	JGI	other	TRUE	Phytophthora cinnamomi var. cinnamomi CBS 144.22	
Phytophthora infestans T30-4	broad	broad	TRUE	Phytophthora infestans T30-4	
Phytophthora kernoviae 00238/432	other	ensembl	TRUE	Phytophthora kernoviae 00238/432	
Phytophthora lateralis MPF4	other	ensembl	TRUE	Phytophthora lateralis MPF4	
Phytophthora parasitica CJ01A1	broad	broad	TRUE	Phytophthora parasitica CJ01A1	
Phytophthora parasitica P1569	ensembl	protists	TRUE	Phytophthora parasitica P1569	
Phytophthora ramorum	JGI	other	TRUE	Phytophthora ramorum	
Phytophthora sojae	JGI	other	TRUE	Phytophthora sojae	
Pichia membranifaciens	JGI	mycocosm	TRUE	Pichia membranifaciens	
Pichia pastoris	JGI	mycocosm	TRUE	Pichia pastoris	
Pichia stipitis	JGI	mycocosm	TRUE	Pichia stipitis	
Piedraia hortae	JGI	mycocosm	TRUE	Piedraia hortae	
Piloderma croceum F 1598	JGI	mycocosm	TRUE	Piloderma croceum F 1598	
Piriformospora indica DSM 11827	JGI	mycocosm	TRUE	Piriformospora indica DSM 11827	
Piromyces finnis	JGI	fungi	TRUE	Piromyces finnis	
Piromyces sp. E2	JGI	mycocosm	TRUE	Piromyces sp. E2	
Pisolithus microcarpus 441	JGI	mycocosm	TRUE	Pisolithus microcarpus 441	
Pisolithus tinctorius Marx 270	JGI	mycocosm	TRUE	Pisolithus tinctorius Marx 270	
Plasmodiophora brassicae	ensembl	protists	TRUE	Plasmodiophora brassicae	
Plasmodium berghei	ensembl	protists	TRUE	Plasmodium berghei	
Plasmodium chabaudi chabaudi	ensembl	protists	TRUE	Plasmodium chabaudi chabaudi	
Plasmodium cynomolgi strain B	NCBI	Refseq	TRUE	Plasmodium cynomolgi strain B	
Plasmodium falciparum 3D7	ensembl	protists	TRUE	Plasmodium falciparum 3D7	
Plasmodium inui San Antonio 1	NCBI	Refseq	TRUE	Plasmodium inui San Antonio 1	
Plasmodium knowlesi strain H	ensembl	protists	TRUE	Plasmodium knowlesi strain H	
Plasmodium reichenowi	NCBI	EMBL	TRUE	Plasmodium reichenowi	
Plasmodium vinckei petteri	NCBI	GenBank	TRUE	Plasmodium vinckei petteri	
Plasmodium vinckei vinckei	NCBI	Refseq	TRUE	Plasmodium vinckei vinckei	
Plasmodium vivax	ensembl	protists	TRUE	Plasmodium vivax	
Plasmodium yoelii	NCBI	Refseq	TRUE	Plasmodium yoelii	
Plectania melastoma	JGI	fungi	TRUE	Plectania melastoma	
Plectosphaerella cucumerina	JGI	fungi	TRUE	Plectosphaerella cucumerina	
Pleomassaria siparia	JGI	mycocosm	TRUE	Pleomassaria siparia	
Pleurotus eryngii	JGI	fungi	TRUE	Pleurotus eryngii	
Pleurotus ostreatus PC15	JGI	mycocosm	TRUE	Pleurotus ostreatus PC15	
Pleurotus ostreatus PC9	JGI	mycocosm	TRUE	Pleurotus ostreatus PC9	
Plicaturopsis crispa	JGI	mycocosm	TRUE	Plicaturopsis crispa	
Pluteus cervinus	JGI	fungi	TRUE	Pluteus cervinus	
Pneumocystis jirovecii	JGI	mycocosm	TRUE	Pneumocystis jirovecii	
Pneumocystis murina B123	NCBI	GenBank	TRUE	Pneumocystis murina B123	
Podospora anserina S mat+	JGI	mycocosm	TRUE	Podospora anserina S mat+	
Podospora curvicolla	JGI	fungi	TRUE	Podospora curvicolla	
Poecilia formosa	NCBI	Refseq	TRUE	Poecilia formosa	
Polychaeton citri	JGI	mycocosm	TRUE	Polychaeton citri	
Polyplosphaeria fusca	JGI	fungi	TRUE	Polyplosphaeria fusca	
Polyporus arcularius	JGI	mycocosm	TRUE	Polyporus arcularius	
Polyporus brumalis	JGI	fungi	TRUE	Polyporus brumalis	
Polysphondylium pallidum PN500	NCBI	GenBank	TRUE	Polysphondylium pallidum PN500	
Pongo abelii	ensembl	E75	TRUE	Pongo abelii	
Populus trichocarpa	JGI	phytozome	TRUE	Populus trichocarpa	
Porodaedalea chrysoloma	JGI	fungi	TRUE	Porodaedalea chrysoloma	
Porodaedalea niemelaei	JGI	fungi	TRUE	Porodaedalea niemelaei	
Postia placenta MAD 698-R	JGI	mycocosm	TRUE	Postia placenta MAD 698-R	
Postia placenta MAD-698-R-SB12	JGI	mycocosm	TRUE	Postia placenta MAD-698-R-SB12	
Pristionchus pacificus	ensembl	metazoa	TRUE	Pristionchus pacificus	
Procavia capensis	ensembl	E75	TRUE	Procavia capensis	
Protomyces inouyei	JGI	mycocosm	TRUE	Protomyces inouyei	
Protomyces lactucaedebilis	JGI	fungi	TRUE	Protomyces lactucaedebilis	
Prunus persica	JGI	phytozome	TRUE	Prunus persica	
Pseudo-nitzschia multiseries CLN-47	JGI	other	TRUE	Pseudo-nitzschia multiseries CLN-47	
Pseudographis elatina	JGI	fungi	TRUE	Pseudographis elatina	
Pseudomassariella vexata	JGI	fungi	TRUE	Pseudomassariella vexata	
Pseudovirgaria hyperparasitica	JGI	fungi	TRUE	Pseudovirgaria hyperparasitica	
Pseudozyma antarctica T-34	JGI	mycocosm	TRUE	Pseudozyma antarctica T-34	
Pseudozyma hubeiensis SY62	JGI	mycocosm	TRUE	Pseudozyma hubeiensis SY62	
Pteropus vampyrus	ensembl	E75	TRUE	Pteropus vampyrus	
Pterula gracilis	JGI	fungi	TRUE	Pterula gracilis	
Puccinia graminis	NCBI	Refseq	TRUE	Puccinia graminis	
Puccinia graminis f. sp. tritici	ensembl	fungi	TRUE	Puccinia graminis f. sp. tritici	
Puccinia striiformis f. sp. tritici 104 E137 A-	broad	broad	TRUE	Puccinia striiformis f. sp. tritici 104 E137 A-	
Puccinia striiformis f. sp. tritici PST-130	JGI	mycocosm	TRUE	Puccinia striiformis f. sp. tritici PST-130	
Puccinia triticina	ensembl	fungi	TRUE	Puccinia triticina	
Punctularia strigosozonata	JGI	mycocosm	TRUE	Punctularia strigosozonata	
Purpureocillium sp. UdeA0106	JGI	mycocosm	TRUE	Purpureocillium sp. UdeA0106	
Pycnoporus cinnabarinus BRFM137	JGI	mycocosm	TRUE	Pycnoporus cinnabarinus BRFM137	
Pycnoporus coccineus	JGI	mycocosm	TRUE	Pycnoporus coccineus	
Pycnoporus coccineus BRFM310	JGI	mycocosm	TRUE	Pycnoporus coccineus BRFM310	
Pycnoporus puniceus	JGI	fungi	TRUE	Pycnoporus puniceus	
Pyrenochaeta sp. DS3sAY3a	JGI	fungi	TRUE	Pyrenochaeta sp. DS3sAY3a	
Pyrenophora teres f. teres	JGI	mycocosm	TRUE	Pyrenophora teres f. teres	
Pyrenophora tritici-repentis	JGI	mycocosm	TRUE	Pyrenophora tritici-repentis	
Pyronema confluens CBS 100304	JGI	mycocosm	TRUE	Pyronema confluens CBS 100304	
Pythium aphanidermatum DAOM BR444	other	PythiumDB	TRUE	Pythium aphanidermatum DAOM BR444	
Pythium arrhenomanes ATCC 12531	other	PythiumDB	TRUE	Pythium arrhenomanes ATCC 12531	
Pythium irregulare DAOM BR486	other	PythiumDB	TRUE	Pythium irregulare DAOM BR486	
Pythium iwayamai DAOM BR242034	other	PythiumDB	TRUE	Pythium iwayamai DAOM BR242034	
Pythium ultimum DAOM BR144	ensembl	protists	TRUE	Pythium ultimum DAOM BR144	
Pythium ultimum var. sporangiiferum BR650	other	PythiumDB	TRUE	Pythium ultimum var. sporangiiferum BR650	
Pythium vexans DAOM BR484	other	PythiumDB	TRUE	Pythium vexans DAOM BR484	
Radiomyces spectabilis	JGI	mycocosm	TRUE	Radiomyces spectabilis	
Ramicandelaber brevisporus CBS 109374	JGI	fungi	TRUE	Ramicandelaber brevisporus CBS 109374	
Rattus norvegicus	ensembl	E75	TRUE	Rattus norvegicus	
Reticulomyxa filosa	NCBI	GenBank	TRUE	Reticulomyxa filosa	
Rhinopithecus roxellana	NCBI	Refseq	TRUE	Rhinopithecus roxellana	
Rhizoclosmatium globosum	JGI	fungi	TRUE	Rhizoclosmatium globosum	
Rhizoctonia solani AG-1 IB	JGI	mycocosm	TRUE	Rhizoctonia solani AG-1 IB	
Rhizodiscina lignyota	JGI	fungi	TRUE	Rhizodiscina lignyota	
Rhizophagus irregularis DAOM 181602	JGI	mycocosm	TRUE	Rhizophagus irregularis DAOM 181602	
Rhizopogon salebrosus TDB-379	JGI	fungi	TRUE	Rhizopogon salebrosus TDB-379	
Rhizopogon vinicolor AM-OR11-026	JGI	mycocosm	TRUE	Rhizopogon vinicolor AM-OR11-026	
Rhizopus delemar RA 99-880	broad	broad	TRUE	Rhizopus delemar RA 99-880	
Rhizopus microsporus	JGI	mycocosm	TRUE	Rhizopus microsporus	
Rhizopus microsporus var. chinensis CCTCC M201021	JGI	mycocosm	TRUE	Rhizopus microsporus var. chinensis CCTCC M201021	
Rhizopus microsporus var. microsporus	JGI	mycocosm	TRUE	Rhizopus microsporus var. microsporus	
Rhizoscyphus ericae	JGI	fungi	TRUE	Rhizoscyphus ericae	
Rhodnius prolixus	ensembl	metazoa	TRUE	Rhodnius prolixus	
Rhodocollybia butyracea	JGI	fungi	TRUE	Rhodocollybia butyracea	
Rhodotorula graminis WP1	JGI	mycocosm	TRUE	Rhodotorula graminis WP1	
Rhodotorula minuta MCA 4210	JGI	mycocosm	TRUE	Rhodotorula minuta MCA 4210	
Rhodotorula sp. JG-1b	JGI	fungi	TRUE	Rhodotorula sp. JG-1b	
Rhytidhysteron rufulum	JGI	mycocosm	TRUE	Rhytidhysteron rufulum	
Ricinus communis	JGI	phytozome	TRUE	Ricinus communis	
Rickenella fibula	JGI	fungi	TRUE	Rickenella fibula	
Rickenella mellea	JGI	mycocosm	TRUE	Rickenella mellea	
Rozella allomycis CSF55	JGI	mycocosm	TRUE	Rozella allomycis CSF55	
Russula brevipes	JGI	mycocosm	TRUE	Russula brevipes	
Russula dissimulans	JGI	mycocosm	TRUE	Russula dissimulans	
Russula rugulosa BPL654	JGI	mycocosm	TRUE	Russula rugulosa BPL654	
Rutstroemia firma	JGI	fungi	TRUE	Rutstroemia firma	
Saccharata proteae	JGI	mycocosm	TRUE	Saccharata proteae	
Saccharomyces arboricola H-6	NCBI	GenBank	TRUE	Saccharomyces arboricola H-6	
Saccharomyces cerevisiae M3707	JGI	mycocosm	TRUE	Saccharomyces cerevisiae M3707	
Saccharomyces cerevisiae M3836	JGI	mycocosm	TRUE	Saccharomyces cerevisiae M3836	
Saccharomyces cerevisiae M3837	JGI	mycocosm	TRUE	Saccharomyces cerevisiae M3837	
Saccharomyces cerevisiae M3838	JGI	mycocosm	TRUE	Saccharomyces cerevisiae M3838	
Saccharomyces cerevisiae M3839	JGI	mycocosm	TRUE	Saccharomyces cerevisiae M3839	
Saccharomyces cerevisiae S288C	JGI	mycocosm	TRUE	Saccharomyces cerevisiae S288C	
Saccharomyces cerevisiae YB210	JGI	mycocosm	TRUE	Saccharomyces cerevisiae YB210	
Saccharomyces kudriavzevii IFO 1802	NCBI	GenBank	TRUE	Saccharomyces kudriavzevii IFO 1802	
Saimiri boliviensis boliviensis	NCBI	Refseq	TRUE	Saimiri boliviensis boliviensis	
Saitoella complicata NRRL Y-17804	JGI	mycocosm	TRUE	Saitoella complicata NRRL Y-17804	
Salix purpurea	JGI	phytozome	TRUE	Salix purpurea	
Salpingoeca rosetta	broad	broad	TRUE	Salpingoeca rosetta	
Saprolegnia diclina VS20	broad	broad	TRUE	Saprolegnia diclina VS20	
Saprolegnia parasitica cbs 223.65	broad	broad	TRUE	Saprolegnia parasitica CBS 223.65	
Sarcophilus harrisii	ensembl	E75	TRUE	Sarcophilus harrisii	
Sarcoscypha coccinea	JGI	fungi	TRUE	Sarcoscypha coccinea	
Schistosoma mansoni	ensembl	metazoa	TRUE	Schistosoma mansoni	
Schizochytrium aggregatum ATCC 28209	JGI	other	TRUE	Schizochytrium aggregatum ATCC 28209	
Schizophyllum commune H4-8	JGI	mycocosm	TRUE	Schizophyllum commune H4-8	
Schizophyllum commune Loenen D	JGI	mycocosm	TRUE	Schizophyllum commune Loenen D	
Schizophyllum commune Tattone D	JGI	mycocosm	TRUE	Schizophyllum commune Tattone D	
Schizopora paradoxa	JGI	mycocosm	TRUE	Schizopora paradoxa	
Schizosaccharomyces cryophilus	broad	broad	TRUE	Schizosaccharomyces cryophilus	
Schizosaccharomyces japonicus	broad	broad	TRUE	Schizosaccharomyces japonicus	
Schizosaccharomyces octosporus	broad	broad	TRUE	Schizosaccharomyces octosporus	
Schizosaccharomyces pombe	JGI	mycocosm	TRUE	Schizosaccharomyces pombe	
Scleroderma citrinum Foug A	JGI	mycocosm	TRUE	Scleroderma citrinum Foug A	
Sclerogaster hysterangioides	JGI	fungi	TRUE	Sclerogaster hysterangioides	
Sclerotinia sclerotiorum	NCBI	Refseq	TRUE	Sclerotinia sclerotiorum	
Sebacina vermifera MAFF 305830	JGI	mycocosm	TRUE	Sebacina vermifera MAFF 305830	
Selaginella moellendorffii	JGI	phytozome	TRUE	Selaginella moellendorffii	
Septobasidium sp. PNB30-8B	JGI	fungi	TRUE	Septobasidium sp. PNB30-8B	
Septoria musiva SO2202	JGI	mycocosm	TRUE	Septoria musiva SO2202	
Septoria populicola	JGI	mycocosm	TRUE	Septoria populicola	
Serpula lacrymans var shastensis SHA21-2	JGI	mycocosm	TRUE	Serpula lacrymans var shastensis SHA21-2	
Serpula lacrymans var. lacrymans S7.3	JGI	mycocosm	TRUE	Serpula lacrymans var. lacrymans S7.3	
Serpula lacrymans var. lacrymans S7.9	JGI	mycocosm	TRUE	Serpula lacrymans var. lacrymans S7.9	
Setaria italica	JGI	phytozome	TRUE	Setaria italica	
Setomelanomma holmii	JGI	fungi	TRUE	Setomelanomma holmii	
Setosphaeria turcica Et28A	JGI	mycocosm	TRUE	Setosphaeria turcica Et28A	
Sirobasidium intermedium	JGI	fungi	TRUE	Sirobasidium intermedium	
Sistotremastrum niveocremeum HHB9708	JGI	mycocosm	TRUE	Sistotremastrum niveocremeum HHB9708	
Sistotremastrum suecicum	JGI	mycocosm	TRUE	Sistotremastrum suecicum	
Sodiomyces alkalinus	JGI	mycocosm	TRUE	Sodiomyces alkalinus	
Solanum lycopersicum	JGI	phytozome	TRUE	Solanum lycopersicum	
Solanum tuberosum	JGI	phytozome	TRUE	Solanum tuberosum	
Solenopsis invicta	ensembl	metazoa	TRUE	Solenopsis invicta	
Sordaria macrospora	other	RuhrUni	TRUE	Sordaria macrospora	
Sorex araneus	ensembl	E75	TRUE	Sorex araneus	
Sorghum bicolor	JGI	phytozome	TRUE	Sorghum bicolor	
Sparassis latifolia	JGI	mycocosm	TRUE	Sparassis latifolia	
Spathularia flavida	JGI	fungi	TRUE	Spathularia flavida	
Sphaerobolus stellatus	JGI	mycocosm	TRUE	Sphaerobolus stellatus	
Sphaeroforma arctica jp610	broad	broad	TRUE	Sphaeroforma arctica JP610	
