Cryne_JEC21_1_GeneCatalog_proteins_20120305.aa.fasta	214684	DNA		15653466
Crypo1_GeneCatalog_proteins_20161116.aa.fasta	940279	DNA	v1.0	
Crypto1_GeneCatalog_proteins_20171024.aa.fasta	1907526	DNA		
Cryptococcus_neoformans_H99.proteins.fasta	235443	DNA		24743168
Cryte1_GeneCatalog_proteins_20150926.aa.fasta	104414	DNA	v1.0	
Cryvi1_GeneCatalog_proteins_20130104.aa.fasta	89929	DNA	v1.0	
Crywi1_GeneCatalog_proteins_20160204.aa.fasta	104416	DNA	v1.0	
Cucbe1_GeneCatalog_proteins_20130102.aa.fasta	1168544	DNA	v1.0	
Cunech1_GeneCatalog_proteins_20170119.aa.fasta	76405	DNA	v1.0	
Cyastr2_GeneCatalog_proteins_20160525.aa.fasta	68777	DNA	v1.0	
Cybja1_GeneCatalog_proteins_20121210.aa.fasta	983966	DNA	v1.0	27535936
Cylto1_GeneCatalog_proteins_20130411.aa.fasta	394432	DNA	v1.0	25683379
Cypeu1_GeneCatalog_proteins_20160902.aa.fasta	1220924	DNA		28348446
Cysmur1_GeneCatalog_proteins_20160906.aa.fasta	467946	DNA	v1.0	
Cytch1_GeneCatalog_proteins_20171014.aa.fasta	252740	DNA	v1.0	
Cytmel1_GeneCatalog_proteins_20170103.aa.fasta	1883072	DNA	v1.0	
Dacsp1_GeneCatalog_proteins_20110131.aa.fasta	1858805	DNA	v1.0	22745431
Daequ1_GeneCatalog_proteins_20130110.aa.fasta	40437	DNA	v1.0	26659563
DalEC12_1_GeneCatalog_proteins_20111212.aa.fasta	292717	DNA	v1.0	28078400
Debha1_GeneCatalog_proteins_20130209.aa.fasta	4959	DNA		18673395
Decga1_GeneCatalog_proteins_20150425.aa.fasta	184978	DNA	v1.0	
Dekbr2_GeneCatalog_proteins_20120306.aa.fasta	747657	DNA	v2.0	22663979
Delco1_GeneCatalog_proteins_20140624.aa.fasta	1513339	DNA	v1.0	
Delst1_GeneCatalog_proteins_20160906.aa.fasta	147560	DNA	v1.0	
Denbi1_GeneCatalog_proteins_20131210.aa.fasta	1314807	DNA	v1.0	
Denna1_GeneCatalog_proteins_20180321.aa.fasta 	256645	DNA	v1.0	
Densp1_GeneCatalog_proteins_20150825.aa.fasta	1883078	DNA	v1.0	
Diaam1_GeneCatalog_proteins_20150926.aa.fasta	1214573	DNA		26084502
Dicele1_GeneCatalog_proteins_20170425.aa.fasta	101130	DNA	v1.0	
Dicsq1_GeneCatalog_proteins_20101110.aa.fasta	732165	DNA	v1.0	22745431
Didex1_GeneCatalog_proteins_20120924.aa.fasta	1150837	DNA	v1.0	
Didma1_GeneCatalog_proteins_20160126.aa.fasta	259522	DNA		
Didsa1_GeneCatalog_proteins_20170324.aa.fasta	372059	DNA	v1.0	
DimcrSC1_GeneCatalog_proteins_20151223.aa.fasta	215637	DNA	v1.0	
Diocr1_GeneCatalog_proteins_20130123.aa.fasta	603311	DNA	v1.0	
Dipse1_GeneCatalog_proteins_20150930.aa.fasta	420778	DNA		26084502
