Exophiala_aquamarina_cbs_119918.Exop_aqua_CBS_119918_V1.pep.all.fa,1182545,DNA,1
Exophiala_dermatitidis_nih_ut8656.Exop_derm_V1.pep.all.fa,858893,DNA,1
Exophiala_mesophila.Exop_meso_CBS40295_V1.pep.all.fa,212818,DNA,1
Exophiala_oligosperma.Exop_olig_CBS72588_V1.pep.all.fa,215243,DNA,1
Exophiala_sideris.Exop_side_CBS121828_V1.pep.all.fa,1016849,DNA,1
Exophiala_spinifera.Exop_spin_CBS89968_V1.pep.all.fa,91928,DNA,1
Exophiala_xenobiotica.Exop_xeno_CBS118157_V1.pep.all.fa,348802,DNA,1
Fibroporia_radiculosa.ASM31352v1.pep.all.fa,1078123,DNA,1
Fibulorhizoctonia_sp_cbs_109695.Fibsp1.pep.all.fa,436010,DNA,1
Fistulina_hepatica_atcc_64428.Fishe1.pep.all.fa,1128425,DNA,1
Fomitiporia_mediterranea_mf3_22.Fomme1.pep.all.fa,694068,DNA,1
Fomitopsis_pinicola_fp_58527_ss1.Fompi3.pep.all.fa,743788,DNA,1
Fonsecaea_erecta.ASM165198v1.pep.all.fa,1367422,DNA,1
Fonsecaea_monophora.ASM164247v1.pep.all.fa,254056,DNA,1
Fonsecaea_multimorphosa.ASM164698v1.pep.all.fa,979981,DNA,1
Fonsecaea_multimorphosa_cbs_102226.Fons_mult_CBS_102226_V1.pep.all.fa,1442371,DNA,1
Fonsecaea_nubica.ASM164696v1.pep.all.fa,856822,DNA,1
Fonsecaea_pedrosoi_cbs_271_37.Fons_pedr_CBS_271_37_V1.pep.all.fa,1442368,DNA,1
Fusarium_culmorum.EF1.pep.all.fa,1318462,DNA,1
Fusarium_graminearum.RR1.pep.all.fa,229533,DNA,1
Fusarium_langsethiae.ASM129263v1.pep.all.fa,179993,DNA,1
Fusarium_mangiferae.Genome_assembly_version_1.pep.all.fa,192010,DNA,1
Fusarium_oxysporum_fo47.FO_Fo47_V1.pep.all.fa,660027,DNA,1
