Name		OLD JGI ID	OLD NCBI Tax ID	JGI ID	Version	Publication	Portal Link
Agaricostilbum hyphaenes  ATCC MYA-4628	TRUE	Agahy1	44565	Agahy1	v1.0		https://mycocosm.jgi.doe.gov/Agahy1
Agrocybe pediades AH 40210	TRUE	Agrped1	84607	Agrped1	v1.0		https://mycocosm.jgi.doe.gov/Agrped1
Aliquandostipite khaoyaiensis CBS 118232	TRUE	Alikh1	112102	Alikh1	v1.0		https://mycocosm.jgi.doe.gov/Alikh1
Allomyces macrogynus ATCC 38327	TRUE	Allma1	578462	Allma1			https://mycocosm.jgi.doe.gov/Allma1
Alternaria alternata SRC1lrK2f	TRUE	Altal1	5599	Altal1	v1.0	27434633	https://mycocosm.jgi.doe.gov/Altal1
Alternaria alternata MPI-PUGE-AT-0064	TRUE	Altalt1	5599	Altalt1	v1.0		https://mycocosm.jgi.doe.gov/Altalt1
Alternaria brassicicola	TRUE	Altbr1	29001	Altbr1		23236275	https://mycocosm.jgi.doe.gov/Altbr1
Alternaria rosae MPI-PUGE-AT-0040	TRUE	Altro1	1187941	Altro1	v1.0		https://mycocosm.jgi.doe.gov/Altro1
Amanita muscaria Koide	TRUE	Amamu1	946122	Amamu1	v1.0	25706625	https://mycocosm.jgi.doe.gov/Amamu1
Amanita thiersii Skay4041	TRUE	Amath1	703135	Amath1	v1.0	24923322	https://mycocosm.jgi.doe.gov/Amath1
Amniculicola lignicola CBS 123094	TRUE	Amnli1	1392246	Amnli1	v1.0		https://mycocosm.jgi.doe.gov/Amnli1
Amorphotheca resinae	TRUE	Amore1	5101	Amore1	v1.0	29315638	https://mycocosm.jgi.doe.gov/Amore1
Ampelomyces quisqualis HMLAC05119	TRUE	Ampqui1	50730	Ampqui1	v1.0		https://mycocosm.jgi.doe.gov/Ampqui1
Amylostereum chailletii DWAch2	TRUE	Amycha1	55340	Amycha1	v1.0		https://mycocosm.jgi.doe.gov/Amycha1
Amylocystis lapponica SKaAmylap13	TRUE	Amylap1_1	202700	Amylap1_1	v1.0		https://mycocosm.jgi.doe.gov/Amylap1_1
Anaeromyces robustus	TRUE	Anasp1	1754192	Anasp1	v1.0	28555641	https://mycocosm.jgi.doe.gov/Anasp1
Anomoporia bombycina ATCC 64506	TRUE	Anobom1	264122	Anobom1	v1.0		https://mycocosm.jgi.doe.gov/Anobom1
Anthostoma avocetta NRRL 3190	TRUE	Antav1	1405086	Antav1	v1.0		https://mycocosm.jgi.doe.gov/Antav1
Antonospora locustae HM-2013	TRUE	Antlo1	1284279	Antlo1		15186746	https://mycocosm.jgi.doe.gov/Antlo1
Antrodia serialis Sig1Antser10	TRUE	Antser1	139415	Antser1	v1.0		https://mycocosm.jgi.doe.gov/Antser1
Antrodia sinuosa LB1	TRUE	Antsi1	1158206	Antsi1	v1.0		https://mycocosm.jgi.doe.gov/Antsi1
Apiosordaria backusii CBS 540.89	TRUE	Apibac1	314023	Apibac1	v1.0		https://mycocosm.jgi.doe.gov/Apibac1
Apiospora montagnei NRRL 25634	TRUE	Apimo1	1149870	Apimo1	v1.0		https://mycocosm.jgi.doe.gov/Apimo1
Aplosporella prunicola CBS 121.167	TRUE	Aplpr1	1176127	Aplpr1	v1.0		https://mycocosm.jgi.doe.gov/Aplpr1
Apodospora peruviana CBS 118394	TRUE	Apope1	516989	Apope1	v1.0		https://mycocosm.jgi.doe.gov/Apope1
Armillaria cepistipes B5	TRUE	Armcep1	47426	Armcep1		29085064	https://mycocosm.jgi.doe.gov/Armcep1
Armillaria gallica 21-2	TRUE	Armga1	47427	Armga1	v1.0	29085064	https://mycocosm.jgi.doe.gov/Armga1
Armillaria mellea DSM 3731	TRUE	Armme1_1	1314977	Armme1_1		23656496	https://mycocosm.jgi.doe.gov/Armme1_1
Armillaria solidipes 28-4	TRUE	Armost1	1076256	Armost1	v1.0	29085064	https://mycocosm.jgi.doe.gov/Armost1
Armillaria ostoyae C18/9	TRUE	Armosto1	47428	Armosto1		29085064	https://mycocosm.jgi.doe.gov/Armosto1
Arthroderma benhamiae CBS 112371	TRUE	Artbe1	663331	Artbe1		21247460	https://mycocosm.jgi.doe.gov/Artbe1
Arthroascus fermentans 17710	TRUE	Artfe1_2	53486	Artfe1_2	v1.0		https://mycocosm.jgi.doe.gov/Artfe1_2
Arthrobotrys oligospora ATCC 24927	TRUE	Artol1	756982	Artol1		21909256	https://mycocosm.jgi.doe.gov/Artol1
Blastobotrys (Arxula) adeninivorans	TRUE	Arxad1	409370	Arxad1		24834124	https://mycocosm.jgi.doe.gov/Arxad1
Ascobolus immersus RN42	TRUE	Ascim1	1160509	Ascim1	v1.0	30420746	https://mycocosm.jgi.doe.gov/Ascim1
Ascodesmis nigricans CBS 389.68	TRUE	Ascni1	341454	Ascni1	v1.0		https://mycocosm.jgi.doe.gov/Ascni1
Ascochyta rabiei ArDII	TRUE	Ascra1	5454	Ascra1		27091329	https://mycocosm.jgi.doe.gov/Ascra1
Ascoidea rubescens NRRL Y17699	TRUE	Ascru1	983968	Ascru1	v1.0	27535936	https://mycocosm.jgi.doe.gov/Ascru1
Ascocoryne sarcoides NRRL50072	TRUE	Ascsa1	1016881	Ascsa1		22396667	https://mycocosm.jgi.doe.gov/Ascsa1
Eremothecium gossypii ATCC 10895	TRUE	Ashgo1_1	284811	Ashgo1_1		15001715	https://mycocosm.jgi.doe.gov/Ashgo1_1
Aspergillus aculeatus ATCC16872	TRUE	Aspac1	690307	Aspac1	v1.1	28196534	https://mycocosm.jgi.doe.gov/Aspac1
Aspergillus acristatulus CBS 119.55	TRUE	Aspacri1	286159	Aspacri1	v1.0		https://mycocosm.jgi.doe.gov/Aspacri1
Aspergillus aculeatinus CBS 121060	TRUE	Aspacu1	1448322	Aspacu1	v1.0	30349117	https://mycocosm.jgi.doe.gov/Aspacu1
Aspergillus amylovorus CBS 600.67	TRUE	Aspamy1	176161	Aspamy1	v1.0		https://mycocosm.jgi.doe.gov/Aspamy1
Aspergillus bisporus CBS 707.71	TRUE	Aspbisp1	41753	Aspbisp1	v1.0		https://mycocosm.jgi.doe.gov/Aspbisp1
Aspergillus bombycis NRRL 26010	TRUE	Aspbom1	109264	Aspbom1		27664179	https://mycocosm.jgi.doe.gov/Aspbom1
Aspergillus brasiliensis	TRUE	Aspbr1	319629	Aspbr1	v1.0	28196534	https://mycocosm.jgi.doe.gov/Aspbr1
Aspergillus brevijanus CBS 111.46	TRUE	Aspbrev1	176172	Aspbrev1	v1.0		https://mycocosm.jgi.doe.gov/Aspbrev1
Aspergillus brunneoviolaceus CBS 621.78	TRUE	Aspbru1	1450534	Aspbru1	v1.0	30349117	https://mycocosm.jgi.doe.gov/Aspbru1
Aspergillus carbonarius ITEM 5010 v3	TRUE	Aspca3	602072	Aspca3		28196534	https://mycocosm.jgi.doe.gov/Aspca3
Aspergillus calidoustus	TRUE	Aspcal1	454130	Aspcal1		26966204	https://mycocosm.jgi.doe.gov/Aspcal1
Aspergillus campestris IBT 28561	TRUE	Aspcam1	1392248	Aspcam1	v1.0	29317534	https://mycocosm.jgi.doe.gov/Aspcam1
Aspergillus candidus CBS 102.13	TRUE	Aspcand1	41067	Aspcand1	v1.0	29317534	https://mycocosm.jgi.doe.gov/Aspcand1
Aspergillus chevalieri CBS 522.65	TRUE	Aspchev1	182096	Aspchev1	v1.0		https://mycocosm.jgi.doe.gov/Aspchev1
Aspergillus clavatus NRRL 1 from AspGD	TRUE	Aspcl1	344612	Aspcl1		22080559	https://mycocosm.jgi.doe.gov/Aspcl1
Aspergillus costaricaensis CBS 115574	TRUE	Aspcos1	1448317	Aspcos1	v1.0	30349117	https://mycocosm.jgi.doe.gov/Aspcos1
Aspergillus cristatus GZAAS20.1005	TRUE	Aspcri1	573508	Aspcri1		27267057	https://mycocosm.jgi.doe.gov/Aspcri1
Aspergillus desertorum CBS 653.73	TRUE	Aspdese1	1810909	Aspdese1	v1.0		https://mycocosm.jgi.doe.gov/Aspdese1
Aspergillus ellipticus CBS 707.79	TRUE	Aspell1	1448320	Aspell1	v1.0	30349117	https://mycocosm.jgi.doe.gov/Aspell1
Aspergillus eucalypticola CBS 122712	TRUE	Aspeuc1	1448314	Aspeuc1	v1.0	30349117	https://mycocosm.jgi.doe.gov/Aspeuc1
Aspergillus fijiensis CBS 313.89	TRUE	Aspfij1	1448319	Aspfij1	v1.0	30349117	https://mycocosm.jgi.doe.gov/Aspfij1
Aspergillus filifera CBS 114510	TRUE	Aspfili1	447248	Aspfili1	v1.0		https://mycocosm.jgi.doe.gov/Aspfili1
Aspergillus flavus NRRL3357	TRUE	Aspfl1	332952	Aspfl1		22080559	https://mycocosm.jgi.doe.gov/Aspfl1
Aspergillus luchuensis CBS 106.47	TRUE	Aspfo1	1137211	Aspfo1	v1.0	28196534	https://mycocosm.jgi.doe.gov/Aspfo1
Aspergillus fumigatus A1163	TRUE	Aspfu_A1163_1	451804	Aspfu_A1163_1		18404212	https://mycocosm.jgi.doe.gov/Aspfu_A1163_1
Aspergillus fumigatus Af293 from AspGD	TRUE	Aspfu1	330879	Aspfu1		16372009	https://mycocosm.jgi.doe.gov/Aspfu1
Aspergillus funiculosus CBS 116.56	TRUE	Aspfuni1	176168	Aspfuni1	v1.0		https://mycocosm.jgi.doe.gov/Aspfuni1
Aspergillus glaucus	TRUE	Aspgl1	41413	Aspgl1	v1.0	28196534	https://mycocosm.jgi.doe.gov/Aspgl1
Aspergillus heteromorphus CBS 117.55	TRUE	Asphet1	1448321	Asphet1	v1.0	30349117	https://mycocosm.jgi.doe.gov/Asphet1
Aspergillus homomorphus CBS 101889	TRUE	Asphom1	1450537	Asphom1	v1.0	30349117	https://mycocosm.jgi.doe.gov/Asphom1
Aspergillus ibericus CBS 121593	TRUE	Aspibe1	1448316	Aspibe1	v1.0	30349117	https://mycocosm.jgi.doe.gov/Aspibe1
Aspergillus indologenus CBS 114.80	TRUE	Aspind1	1450541	Aspind1	v1.0	30349117	https://mycocosm.jgi.doe.gov/Aspind1
Aspergillus indicus	TRUE	Aspind2_1	138288	Aspind2_1	v2.0		https://mycocosm.jgi.doe.gov/Aspind2_1
Aspergillus insolitus CBS 384.61	TRUE	Aspinso1	1131488	Aspinso1	v1.0		https://mycocosm.jgi.doe.gov/Aspinso1
Aspergillus japonicus CBS 114.51	TRUE	Aspjap1	1448312	Aspjap1	v1.0	30349117	https://mycocosm.jgi.doe.gov/Aspjap1
Aspergillus kawachii IFO 4308	TRUE	Aspka1_1	1033177	Aspka1_1		22045919	https://mycocosm.jgi.doe.gov/Aspka1_1
Aspergillus niger (lacticoffeatus) CBS 101883	TRUE	Asplac1	1450533	Asplac1	v1.0	30349117	https://mycocosm.jgi.doe.gov/Asplac1
Aspergillus multicolor	TRUE	Aspmul1_1	41759	Aspmul1_1	v1.0		https://mycocosm.jgi.doe.gov/Aspmul1_1
Aspergillus neoechinulatus CBS120.55	TRUE	Aspne1	2184044	Aspne1	v1.0		https://mycocosm.jgi.doe.gov/Aspne1
Aspergillus neoniger CBS 115656	TRUE	Aspneo1	1448310	Aspneo1	v1.0	30349117	https://mycocosm.jgi.doe.gov/Aspneo1
Aspergillus neoauricomus CBS112787	TRUE	Aspneoa1	1883083	Aspneoa1	v1.0		https://mycocosm.jgi.doe.gov/Aspneoa1
Aspergillus niger van Tieghem ATCC 13496	TRUE	Aspni_bvT_1	1353008	Aspni_bvT_1	v1.0	30349117	https://mycocosm.jgi.doe.gov/Aspni_bvT_1
Aspergillus niger CBS 513.88	TRUE	Aspni_DSM_1	425011	Aspni_DSM_1		17259976	https://mycocosm.jgi.doe.gov/Aspni_DSM_1
Aspergillus niger NRRL3	TRUE	Aspni_NRRL3_1	1451139	Aspni_NRRL3_1		30349117	https://mycocosm.jgi.doe.gov/Aspni_NRRL3_1
Aspergillus niger ATCC 1015	TRUE	Aspni7	380704	Aspni7	v4.0	21543515	https://mycocosm.jgi.doe.gov/Aspni7
Aspergillus nidulans	TRUE	Aspnid1	162425	Aspnid1		22080559	https://mycocosm.jgi.doe.gov/Aspnid1
Aspergillus nomius NRRL 13137	TRUE	Aspnom13137_1	1509407	Aspnom13137_1		26216546	https://mycocosm.jgi.doe.gov/Aspnom13137_1
Aspergillus novofumigatus IBT 16806	TRUE	Aspnov1	1392255	Aspnov1	v1.0	29317534	https://mycocosm.jgi.doe.gov/Aspnov1
Aspergillus ochraceoroseus IBT 24754	TRUE	Aspoch1	1392256	Aspoch1	v1.0	29317534	https://mycocosm.jgi.doe.gov/Aspoch1
Aspergillus ochraceoroseus SRRC1432	TRUE	Aspoch1432_1	138278	Aspoch1432_1		26637470	https://mycocosm.jgi.doe.gov/Aspoch1432_1
Aspergillus olivicola	TRUE	Aspoli1_1	1250372	Aspoli1_1	v1.0		https://mycocosm.jgi.doe.gov/Aspoli1_1
Aspergillus oryzae RIB40	TRUE	Aspor1	510516	Aspor1		22080559	https://mycocosm.jgi.doe.gov/Aspor1
Aspergillus parvulus CBS 136.61	TRUE	Aspparv1	41750	Aspparv1	v1.0		https://mycocosm.jgi.doe.gov/Aspparv1
Aspergillus penicilloides CBS 540.65	TRUE	Asppeni1	41959	Asppeni1	v1.0		https://mycocosm.jgi.doe.gov/Asppeni1
Aspergillus niger (phoenicis Corda) Thom ATCC 13157	TRUE	Aspph1	1353007	Aspph1	v1.0	30349117	https://mycocosm.jgi.doe.gov/Aspph1
Aspergillus piperis CBS 112811	TRUE	Asppip1	1448313	Asppip1	v1.0	30349117	https://mycocosm.jgi.doe.gov/Asppip1
Aspergillus rambellii SRRC1468	TRUE	Aspram1	308745	Aspram1		26637470	https://mycocosm.jgi.doe.gov/Aspram1
Aspergillus recurvatus	TRUE	Asprec1_1	41761	Asprec1_1	v1.0		https://mycocosm.jgi.doe.gov/Asprec1_1
Aspergillus restrictus CBS 118.33	TRUE	Aspres1	5064	Aspres1	v1.0		https://mycocosm.jgi.doe.gov/Aspres1
Aspergillus robustus CBS 428.77	TRUE	Asprobu1	138281	Asprobu1	v1.0		https://mycocosm.jgi.doe.gov/Asprobu1
Aspergillus roseoglobulosus CBS112800	TRUE	Aspros1	1250373	Aspros1	v1.0		https://mycocosm.jgi.doe.gov/Aspros1
Aspergillus saccharolyticus JOP 1030-1	TRUE	Aspsac1	1450539	Aspsac1	v1.0	30349117	https://mycocosm.jgi.doe.gov/Aspsac1
Aspergillus sclerotiorum CBS 549.65	TRUE	Aspsc1	138282	Aspsc1	v1.0		https://mycocosm.jgi.doe.gov/Aspsc1
Aspergillus sclerotioniger CBS115572	TRUE	Aspscl1	1450535	Aspscl1	v1.0	30349117	https://mycocosm.jgi.doe.gov/Aspscl1
Aspergillus sclerotiicarbonarius CBS 121057	TRUE	Aspscle1	1448318	Aspscle1	v1.0	30349117	https://mycocosm.jgi.doe.gov/Aspscle1
Aspergillus steynii IBT 23096	TRUE	Aspste1	1392250	Aspste1	v1.0	29317534	https://mycocosm.jgi.doe.gov/Aspste1
Aspergillus stercoraria CBS 428.93	TRUE	Aspstec1_1	1883081	Aspstec1_1	v1.0		https://mycocosm.jgi.doe.gov/Aspstec1_1
Aspergillus stella-maris CBS 113639	TRUE	Aspstel1_1	1810926	Aspstel1_1	v1.0		https://mycocosm.jgi.doe.gov/Aspstel1_1
Aspergillus sydowii CBS 593.65	TRUE	Aspsy1	1036612	Aspsy1	v1.0	28196534	https://mycocosm.jgi.doe.gov/Aspsy1
Aspergillus taichungensis IBT 19404	TRUE	Asptaic1	482145	Asptaic1	v1.0	29317534	https://mycocosm.jgi.doe.gov/Asptaic1
Aspergillus terreus NIH 2624	TRUE	Aspte1	341663	Aspte1		22080559	https://mycocosm.jgi.doe.gov/Aspte1
Aspergillus triticus CBS266.81	TRUE	Asptr1	478866	Asptr1	v1.0		https://mycocosm.jgi.doe.gov/Asptr1
Aspergillus tubingensis	TRUE	Asptu1	5068	Asptu1	v1.0	28196534	https://mycocosm.jgi.doe.gov/Asptu1
Aspergillus udagawae IFM 46973	TRUE	Aspuda1	91492	Aspuda1		26251487	https://mycocosm.jgi.doe.gov/Aspuda1
Aspergillus undulatus CBS 261.88	TRUE	Aspund1_1	1810928	Aspund1_1	v1.0		https://mycocosm.jgi.doe.gov/Aspund1_1
Aspergillus unguis CBS132.55	TRUE	Aspung1	40381	Aspung1	v1.0		https://mycocosm.jgi.doe.gov/Aspung1
Aspergillus uvarum CBS 121591	TRUE	Aspuva1	1448315	Aspuva1	v1.0	30349117	https://mycocosm.jgi.doe.gov/Aspuva1
Aspergillus vadensis CBS 113365	TRUE	Aspvad1	1448311	Aspvad1	v1.0	30349117	https://mycocosm.jgi.doe.gov/Aspvad1
Aspergillus versicolor	TRUE	Aspve1	46472	Aspve1	v1.0	28196534	https://mycocosm.jgi.doe.gov/Aspve1
Aspergillus venezuelensis CBS 868.97	TRUE	Aspven1	1810929	Aspven1	v1.0		https://mycocosm.jgi.doe.gov/Aspven1
Aspergillus violaceofuscus CBS 115571	TRUE	Aspvio1	1450538	Aspvio1	v1.0	30349117	https://mycocosm.jgi.doe.gov/Aspvio1
Aspergillus wentii	TRUE	Aspwe1	5066	Aspwe1	v1.0	28196534	https://mycocosm.jgi.doe.gov/Aspwe1
Aspergillus welwitschiae CBS139.54b	TRUE	Aspwel1	1341132	Aspwel1	v1.0	30349117	https://mycocosm.jgi.doe.gov/Aspwel1
Aspergillus zonatus	TRUE	Aspzo1	41063	Aspzo1	v1.0	28196534	https://mycocosm.jgi.doe.gov/Aspzo1
Atractiellales rhizophila	TRUE	Atrsp2	1938712	Atrsp2	v2.0		https://mycocosm.jgi.doe.gov/Atrsp2
Aulographum hederae	TRUE	Aulhe2	1176130	Aulhe2	v2.0		https://mycocosm.jgi.doe.gov/Aulhe2
Auriculariopsis ampla NL-1724	TRUE	Auramp1	97359	Auramp1	v1.0	31257601	https://mycocosm.jgi.doe.gov/Auramp1
Auricularia subglabra	TRUE	Aurde3_1	1331295	Aurde3_1	v2.0	22745431	https://mycocosm.jgi.doe.gov/Aurde3_1
Aureobasidium pullulans var. melanogenum CBS 110374	TRUE	Aurpu_var_mel1	1043003	Aurpu_var_mel1		24984952	https://mycocosm.jgi.doe.gov/Aurpu_var_mel1
Aureobasidium pullulans var. namibiae CBS 147.97	TRUE	Aurpu_var_nam1	1043004	Aurpu_var_nam1		24984952	https://mycocosm.jgi.doe.gov/Aurpu_var_nam1
Aureobasidium pullulans var. pullulans EXF-150	TRUE	Aurpu_var_pul1	1043002	Aurpu_var_pul1		24984952	https://mycocosm.jgi.doe.gov/Aurpu_var_pul1
Aureobasidium pullulans var. subglaciale EXF-2481	TRUE	Aurpu_var_sub1	1043005	Aurpu_var_sub1		24984952	https://mycocosm.jgi.doe.gov/Aurpu_var_sub1
Auriscalpium vulgare FP105234-Sp	TRUE	Aurvu1	40419	Aurvu1	v1.0		https://mycocosm.jgi.doe.gov/Aurvu1
Babjeviella inositovora NRRL Y-12698	TRUE	Babin1	984486	Babin1	v1.0	27535936	https://mycocosm.jgi.doe.gov/Babin1
Backusella circina FSU 941	TRUE	Bacci1	1314798	Bacci1	v1.0		https://mycocosm.jgi.doe.gov/Bacci1
Basidiobolus meristosporus CBS 931.73	TRUE	Basme2finSC	1314790	Basme2finSC	v1.0	28481340	https://mycocosm.jgi.doe.gov/Basme2finSC
Basidioascus undulatus	TRUE	Basun1	1230402	Basun1			https://mycocosm.jgi.doe.gov/Basun1
Batrachochytrium dendrobatidis JAM81	TRUE	Batde5	684364	Batde5	v1.0		https://mycocosm.jgi.doe.gov/Batde5
Baudoinia compniacensis UAMH 10762 (4089826)	TRUE	Bauco1	717646	Bauco1	v1.0	23236275	https://mycocosm.jgi.doe.gov/Bauco1
Beauveria bassiana ARSEF 2860	TRUE	Beaba1	655819	Beaba1		22761991	https://mycocosm.jgi.doe.gov/Beaba1
Bimuria novae-zelandiae CBS 107.79	TRUE	Bimnz1	1447943	Bimnz1	v1.0		https://mycocosm.jgi.doe.gov/Bimnz1
Biscogniauxia nummularia	TRUE	Bisnum1	97378	Bisnum1	v1.0		https://mycocosm.jgi.doe.gov/Bisnum1
Bisporella sp. PMI_857	TRUE	Bissp1	1954211	Bissp1	v1.0		https://mycocosm.jgi.doe.gov/Bissp1
Bjerkandera adusta	TRUE	Bjead1_1	5331	Bjead1_1	v1.0	23935031	https://mycocosm.jgi.doe.gov/Bjead1_1
Blastocladiella britannica	TRUE	Blabri1	64508	Blabri1	v1.0		https://mycocosm.jgi.doe.gov/Blabri1
Blastomyces dermatitidis SLH14081	TRUE	Blade1	559298	Blade1		26439490	https://mycocosm.jgi.doe.gov/Blade1
Blakeslea trispora NRRL 2456	TRUE	Blatri1	4850	Blatri1	v1.0		https://mycocosm.jgi.doe.gov/Blatri1
Blumeria graminis f. sp. hordei DH14	TRUE	Blugr2	546991	Blugr2		29788921	https://mycocosm.jgi.doe.gov/Blugr2
Blumeria graminis f. sp. tritici 96224	TRUE	Blugra1	1268274	Blugra1		23852167	https://mycocosm.jgi.doe.gov/Blugra1
Blyttiomyces helicus single-cell	TRUE	Blyhe1	388810	Blyhe1	v1.0	30297742	https://mycocosm.jgi.doe.gov/Blyhe1
Boeremia exigua MPI-SDFR-AT-0100	TRUE	Boeex1	749465	Boeex1	v1.0		https://mycocosm.jgi.doe.gov/Boeex1
Boletus edulis BED1	TRUE	Boled5	36056	Boled5	v4.0		https://mycocosm.jgi.doe.gov/Boled5
Bolbitius vitellinus SZMC-NL-1974	TRUE	Bolvit1	34439	Bolvit1	v1.0		https://mycocosm.jgi.doe.gov/Bolvit1
Lasiosphaeriaceae sp. AZ0830	TRUE	Bombar1	1868209	Bombar1	v1.0		https://mycocosm.jgi.doe.gov/Bombar1
Bombardia bombarda SMH3391-2	TRUE	Bombom1	252184	Bombom1	v1.0		https://mycocosm.jgi.doe.gov/Bombom1
Botryobasidium botryosum	TRUE	Botbo1	264124	Botbo1	v1.0	24958869	https://mycocosm.jgi.doe.gov/Botbo1
Botrytis cinerea	TRUE	Botci1	40559	Botci1	v1.0	23104368	https://mycocosm.jgi.doe.gov/Botci1
Botryosphaeria dothidea	TRUE	Botdo1_1	55169	Botdo1_1		27682468	https://mycocosm.jgi.doe.gov/Botdo1_1
Bulgaria inquinans CBS118.31	TRUE	Bulin1	73172	Bulin1	v1.0		https://mycocosm.jgi.doe.gov/Bulin1
Byssothecium circinans CBS 675.92	TRUE	Bysci1	147558	Bysci1	v1.0		https://mycocosm.jgi.doe.gov/Bysci1
Paecilomyces niveus CO7	TRUE	Bysni1	5093	Bysni1	v1.0	29930063	https://mycocosm.jgi.doe.gov/Bysni1
Byssochlamys spectabilis No. 5	TRUE	Byssp1	1356009	Byssp1		24407650	https://mycocosm.jgi.doe.gov/Byssp1
Cadophora sp. DSE1049	TRUE	Cadsp1	1485229	Cadsp1	v1.0	29679020	https://mycocosm.jgi.doe.gov/Cadsp1
Caecomyces churrovis A	TRUE	Caecom1	2019372	Caecom1	v1.0		https://mycocosm.jgi.doe.gov/Caecom1
Calocera cornea	TRUE	Calco1	29889	Calco1	v1.0	26659563	https://mycocosm.jgi.doe.gov/Calco1
Caloscypha fulgens ATCC 42695	TRUE	Calful1	47187	Calful1	v1.0		https://mycocosm.jgi.doe.gov/Calful1
Caliciopsis orientalis	TRUE	Calor1	380014	Calor1			https://mycocosm.jgi.doe.gov/Calor1
Calosphaeria pulchella	TRUE	Calpu1	312312	Calpu1			https://mycocosm.jgi.doe.gov/Calpu1
Calocera viscosa	TRUE	Calvi1	63146	Calvi1	v1.0	26659563	https://mycocosm.jgi.doe.gov/Calvi1
Candida albicans SC5314	TRUE	Canalb1	237561	Canalb1		15123810	https://mycocosm.jgi.doe.gov/Canalb1
Cantharellus anzutake C23	TRUE	Cananz1	1750568	Cananz1	v1.0		https://mycocosm.jgi.doe.gov/Cananz1
Candida arabinofermentans NRRL YB-2248	TRUE	Canar1	983967	Canar1	v1.0	27535936	https://mycocosm.jgi.doe.gov/Canar1
Tortispora caseinolytica Y-17796	TRUE	Canca1	51930	Canca1	v1.0	27535936	https://mycocosm.jgi.doe.gov/Canca1
Candida tanzawaensis NRRL Y-17324 	TRUE	Canta1	984487	Canta1	v1.0	27535936	https://mycocosm.jgi.doe.gov/Canta1
Candida tenuis NRRL Y-1498	TRUE	Cante1	45596	Cante1	v1.0	21788494	https://mycocosm.jgi.doe.gov/Cante1
Capronia coronata CBS 617.96	TRUE	Capcor1	1182541	Capcor1		28348446	https://mycocosm.jgi.doe.gov/Capcor1
Capronia epimyces CBS 606.96	TRUE	Capep1	1182542	Capep1		28348446	https://mycocosm.jgi.doe.gov/Capep1
Capronia semiimmersa CBS27337	TRUE	Capse1	5601	Capse1		28348446	https://mycocosm.jgi.doe.gov/Capse1
Catenaria anguillulae PL171	TRUE	Catan2	765915	Catan2	v2.0	28481340	https://mycocosm.jgi.doe.gov/Catan2
Caulochytrium protostelioides ATCC 52028	TRUE	Caupr1	1555241	Caupr1	v1.0	30297742	https://mycocosm.jgi.doe.gov/Caupr1
Cenococcum geophilum 1.58	TRUE	Cenge3	794803	Cenge3	v2.0	27601008	https://mycocosm.jgi.doe.gov/Cenge3
Cephaloascus albidus ATCC 66658	TRUE	Cepal1_1	43958	Cepal1_1	v1.0		https://mycocosm.jgi.doe.gov/Cepal1_1
Cephaloascus fragrans 12-1022	TRUE	Cepfr1_1	27311	Cepfr1_1	v1.0		https://mycocosm.jgi.doe.gov/Cepfr1_1
Ceratobasidium sp. (anastomosis group I, AG-I)	TRUE	CerAGI	5251	CerAGI	v1.0		https://mycocosm.jgi.doe.gov/CerAGI
Cercophora caudata CBS 606.72	TRUE	Cercau1	314043	Cercau1	v1.0		https://mycocosm.jgi.doe.gov/Cercau1
Cerinomyces ceraceus ATCC 56525	TRUE	Cercer1	1175230	Cercer1	v1.0		https://mycocosm.jgi.doe.gov/Cercer1
Cercophora newfieldiana SMH2532-1	TRUE	Cernew1	92897	Cernew1	v1.0		https://mycocosm.jgi.doe.gov/Cernew1
Cercophora scortea SMH4131-1	TRUE	Cersc1	314031	Cersc1	v1.0		https://mycocosm.jgi.doe.gov/Cersc1
Ceraceosorus guamensis MCA 4658	TRUE	Cersp1	1522189	Cersp1	v1.0	29771364	https://mycocosm.jgi.doe.gov/Cersp1
Ceriporiopsis (Gelatoporia) subvermispora B	TRUE	Cersu1	914234	Cersu1		22434909	https://mycocosm.jgi.doe.gov/Cersu1
Cerrena unicolor	TRUE	Cerun2	90312	Cerun2	v1.1		https://mycocosm.jgi.doe.gov/Cerun2
Cercospora zeae-maydis	TRUE	Cerzm1	135779	Cerzm1	v1.0		https://mycocosm.jgi.doe.gov/Cerzm1
Chaetomidium fimeti CBS 168.71	TRUE	Chafi1	1854472	Chafi1	v1.0		https://mycocosm.jgi.doe.gov/Chafi1
Chaetomium globosum	TRUE	Chagl_1	38033	Chagl_1	v1.0	25720678	https://mycocosm.jgi.doe.gov/Chagl_1
Chaetosphaeria innumera	TRUE	Chain1	139949	Chain1			https://mycocosm.jgi.doe.gov/Chain1
Chalara longipes BDJ	TRUE	Chalo1	1379296	Chalo1	v1.0		https://mycocosm.jgi.doe.gov/Chalo1
Chionosphaera apobasidialis 52639	TRUE	Chiap1	54742	Chiap1	v1.0		https://mycocosm.jgi.doe.gov/Chiap1
Chionosphaera cuniculicola CBS10063 	TRUE	Chicu1	180810	Chicu1	v1.0		https://mycocosm.jgi.doe.gov/Chicu1
Absidia padenii NRRL 2977	TRUE	Chlpad1	90267	Chlpad1	v1.0		https://mycocosm.jgi.doe.gov/Chlpad1
Choiromyces venosus 120613-1	TRUE	Chove1	1336337	Chove1	v1.0	30420746	https://mycocosm.jgi.doe.gov/Chove1
